Season,Draft position,Team,Player,Position type,Player ID,Simple Position,G,GS,MP,FG,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,eFG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2008,18,WAS,JaVale McGee,Late 1st round,201580,Big,48.3030303,11.54545455,12.21818182,1.539393939,3.263636364,0.445151515,0.006060606,0.024242424,0.095787879,1.533333333,3.23030303,0.447030303,0.445727273,0.809090909,0.592818182,1.321212121,1.157575758,1.957575758,3.133333333,0.372727273,0.296969697,0.660606061,0.684848485,1.845454545,3.893939394,11.15151515,0.006666667,0.492818182,0.410757576,10.81818182,18.88181818,14.83333333,4.681818182,1.193939394,3.881818182,16.88181818,17.47878788,0.375757576,0.881818182,1.254545455,0.058151515,-4.412121212,0.366666667,-4.060606061,0.003030303
2008,19,CLE,J.J. Hickson,Late 1st round,201581,Big,48.3030303,11.54545455,12.21818182,1.539393939,3.263636364,0.445151515,0.006060606,0.024242424,0.095787879,1.533333333,3.23030303,0.447030303,0.445727273,0.809090909,0.592818182,1.321212121,1.157575758,1.957575758,3.133333333,0.372727273,0.296969697,0.660606061,0.684848485,1.845454545,3.893939394,11.15151515,0.006666667,0.492818182,0.410757576,10.81818182,18.88181818,14.83333333,4.681818182,1.193939394,3.881818182,16.88181818,17.47878788,0.375757576,0.881818182,1.254545455,0.058151515,-4.412121212,0.366666667,-4.060606061,0.003030303
2008,20,CHA,Alexis Ajinca,Late 1st round,201582,Big,48.3030303,11.54545455,12.21818182,1.539393939,3.263636364,0.445151515,0.006060606,0.024242424,0.095787879,1.533333333,3.23030303,0.447030303,0.445727273,0.809090909,0.592818182,1.321212121,1.157575758,1.957575758,3.133333333,0.372727273,0.296969697,0.660606061,0.684848485,1.845454545,3.893939394,11.15151515,0.006666667,0.492818182,0.410757576,10.81818182,18.88181818,14.83333333,4.681818182,1.193939394,3.881818182,16.88181818,17.47878788,0.375757576,0.881818182,1.254545455,0.058151515,-4.412121212,0.366666667,-4.060606061,0.003030303
2008,21,NJN,Ryan Anderson,Late 1st round,201583,Forward,49.375,11.81944444,13.39861111,1.786111111,4.077777778,0.435291667,0.2125,0.690277778,0.186486111,1.580555556,3.391666667,0.459694444,0.459708333,0.723611111,0.640763889,1.069444444,0.870833333,1.794444444,2.670833333,0.626388889,0.405555556,0.356944444,0.6625,1.475,4.508333333,11.3,0.163680556,0.487416667,0.271847222,7.75,15.12638889,11.43611111,7.304166667,1.608333333,1.833333333,13.20833333,18.46944444,0.388888889,0.745833333,1.127777778,0.049083333,-3.029166667,-0.638888889,-3.663888889,-0.011111111
2008,22,ORL,Courtney Lee,Late 1st round,201584,Guard,49.80645161,10.25806452,14.22365591,1.868817204,4.605376344,0.390903226,0.449462366,1.402150538,0.281225806,1.419354839,3.215053763,0.426774194,0.436655914,0.821505376,0.741053763,1.095698925,0.407526882,1.215053763,1.621505376,1.555913978,0.539784946,0.111827957,0.977419355,1.33655914,5.007526882,9.923655914,0.296322581,0.47572043,0.248548387,3.538709677,9.687096774,6.617204301,16.62903226,1.91827957,0.703225806,16.34408602,19.80322581,0.129032258,0.688172043,0.809677419,0.020569892,-2.610752688,-1.231182796,-3.84516129,-0.093548387
2008,23,UTA,Kosta Koufos,Late 1st round,201585,Big,48.3030303,11.54545455,12.21818182,1.539393939,3.263636364,0.445151515,0.006060606,0.024242424,0.095787879,1.533333333,3.23030303,0.447030303,0.445727273,0.809090909,0.592818182,1.321212121,1.157575758,1.957575758,3.133333333,0.372727273,0.296969697,0.660606061,0.684848485,1.845454545,3.893939394,11.15151515,0.006666667,0.492818182,0.410757576,10.81818182,18.88181818,14.83333333,4.681818182,1.193939394,3.881818182,16.88181818,17.47878788,0.375757576,0.881818182,1.254545455,0.058151515,-4.412121212,0.366666667,-4.060606061,0.003030303
2008,24,SEA,Serge Ibaka,Late 1st round,201586,Forward,49.375,11.81944444,13.39861111,1.786111111,4.077777778,0.435291667,0.2125,0.690277778,0.186486111,1.580555556,3.391666667,0.459694444,0.459708333,0.723611111,0.640763889,1.069444444,0.870833333,1.794444444,2.670833333,0.626388889,0.405555556,0.356944444,0.6625,1.475,4.508333333,11.3,0.163680556,0.487416667,0.271847222,7.75,15.12638889,11.43611111,7.304166667,1.608333333,1.833333333,13.20833333,18.46944444,0.388888889,0.745833333,1.127777778,0.049083333,-3.029166667,-0.638888889,-3.663888889,-0.011111111
2008,25,HOU,Nicolas Batum,Late 1st round,201587,Forward,49.375,11.81944444,13.39861111,1.786111111,4.077777778,0.435291667,0.2125,0.690277778,0.186486111,1.580555556,3.391666667,0.459694444,0.459708333,0.723611111,0.640763889,1.069444444,0.870833333,1.794444444,2.670833333,0.626388889,0.405555556,0.356944444,0.6625,1.475,4.508333333,11.3,0.163680556,0.487416667,0.271847222,7.75,15.12638889,11.43611111,7.304166667,1.608333333,1.833333333,13.20833333,18.46944444,0.388888889,0.745833333,1.127777778,0.049083333,-3.029166667,-0.638888889,-3.663888889,-0.011111111
2008,26,SAS,George Hill,Late 1st round,201588,Guard,49.80645161,10.25806452,14.22365591,1.868817204,4.605376344,0.390903226,0.449462366,1.402150538,0.281225806,1.419354839,3.215053763,0.426774194,0.436655914,0.821505376,0.741053763,1.095698925,0.407526882,1.215053763,1.621505376,1.555913978,0.539784946,0.111827957,0.977419355,1.33655914,5.007526882,9.923655914,0.296322581,0.47572043,0.248548387,3.538709677,9.687096774,6.617204301,16.62903226,1.91827957,0.703225806,16.34408602,19.80322581,0.129032258,0.688172043,0.809677419,0.020569892,-2.610752688,-1.231182796,-3.84516129,-0.093548387
2008,27,NOH,Darrell Arthur,Late 1st round,201589,Forward,49.375,11.81944444,13.39861111,1.786111111,4.077777778,0.435291667,0.2125,0.690277778,0.186486111,1.580555556,3.391666667,0.459694444,0.459708333,0.723611111,0.640763889,1.069444444,0.870833333,1.794444444,2.670833333,0.626388889,0.405555556,0.356944444,0.6625,1.475,4.508333333,11.3,0.163680556,0.487416667,0.271847222,7.75,15.12638889,11.43611111,7.304166667,1.608333333,1.833333333,13.20833333,18.46944444,0.388888889,0.745833333,1.127777778,0.049083333,-3.029166667,-0.638888889,-3.663888889,-0.011111111
2008,28,MEM,Donte Greene,Late 1st round,201590,Forward,49.375,11.81944444,13.39861111,1.786111111,4.077777778,0.435291667,0.2125,0.690277778,0.186486111,1.580555556,3.391666667,0.459694444,0.459708333,0.723611111,0.640763889,1.069444444,0.870833333,1.794444444,2.670833333,0.626388889,0.405555556,0.356944444,0.6625,1.475,4.508333333,11.3,0.163680556,0.487416667,0.271847222,7.75,15.12638889,11.43611111,7.304166667,1.608333333,1.833333333,13.20833333,18.46944444,0.388888889,0.745833333,1.127777778,0.049083333,-3.029166667,-0.638888889,-3.663888889,-0.011111111
2008,29,DET,D.J. White,Late 1st round,201591,Forward,49.375,11.81944444,13.39861111,1.786111111,4.077777778,0.435291667,0.2125,0.690277778,0.186486111,1.580555556,3.391666667,0.459694444,0.459708333,0.723611111,0.640763889,1.069444444,0.870833333,1.794444444,2.670833333,0.626388889,0.405555556,0.356944444,0.6625,1.475,4.508333333,11.3,0.163680556,0.487416667,0.271847222,7.75,15.12638889,11.43611111,7.304166667,1.608333333,1.833333333,13.20833333,18.46944444,0.388888889,0.745833333,1.127777778,0.049083333,-3.029166667,-0.638888889,-3.663888889,-0.011111111
2008,30,BOS,J.R. Giddens,Late 1st round,201592,Forward,49.375,11.81944444,13.39861111,1.786111111,4.077777778,0.435291667,0.2125,0.690277778,0.186486111,1.580555556,3.391666667,0.459694444,0.459708333,0.723611111,0.640763889,1.069444444,0.870833333,1.794444444,2.670833333,0.626388889,0.405555556,0.356944444,0.6625,1.475,4.508333333,11.3,0.163680556,0.487416667,0.271847222,7.75,15.12638889,11.43611111,7.304166667,1.608333333,1.833333333,13.20833333,18.46944444,0.388888889,0.745833333,1.127777778,0.049083333,-3.029166667,-0.638888889,-3.663888889,-0.011111111
2008,31,MIN,Nikola Pekovic,2nd round,201593,Big,30.41860465,4.325581395,8.151162791,0.876744186,1.962790698,0.391232558,0.01627907,0.055813953,0.017627907,0.860465116,1.904651163,0.396581395,0.393697674,0.48372093,0.448581395,0.837209302,0.762790698,1.176744186,1.930232558,0.209302326,0.188372093,0.31627907,0.455813953,1.337209302,2.241860465,7.441860465,0.024116279,0.415976744,0.432930233,10.29302326,16.10465116,13.18604651,3.923255814,1.386046512,2.760465116,15.6255814,14.81162791,0.125581395,0.295348837,0.423255814,0.014883721,-5.355813953,-0.472093023,-5.83255814,-0.155813953
2008,32,SEA,Walter Sharpe,2nd round,201594,Forward,37.125,7.052083333,11.26666667,1.436458333,3.259375,0.427395833,0.157291667,0.542708333,0.152552083,1.283333333,2.713541667,0.451291667,0.448052083,0.679166667,0.6306875,0.982291667,0.763541667,1.470833333,2.244791667,0.54375,0.336458333,0.24375,0.544791667,1.261458333,3.709375,10.884375,0.150583333,0.483739583,0.324614583,7.789583333,14.79375,11.26666667,7.5125,1.484375,1.652083333,12.89791667,17.61979167,0.344791667,0.53125,0.877083333,0.051552083,-3.160416667,-0.758333333,-3.930208333,0.032291667
2008,33,POR,Joey Dorsey,2nd round,201595,Forward,37.125,7.052083333,11.26666667,1.436458333,3.259375,0.427395833,0.157291667,0.542708333,0.152552083,1.283333333,2.713541667,0.451291667,0.448052083,0.679166667,0.6306875,0.982291667,0.763541667,1.470833333,2.244791667,0.54375,0.336458333,0.24375,0.544791667,1.261458333,3.709375,10.884375,0.150583333,0.483739583,0.324614583,7.789583333,14.79375,11.26666667,7.5125,1.484375,1.652083333,12.89791667,17.61979167,0.344791667,0.53125,0.877083333,0.051552083,-3.160416667,-0.758333333,-3.930208333,0.032291667
2008,34,MIN,Mario Chalmers,2nd round,201596,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2008,35,LAC,DeAndre Jordan,2nd round,201599,Big,30.41860465,4.325581395,8.151162791,0.876744186,1.962790698,0.391232558,0.01627907,0.055813953,0.017627907,0.860465116,1.904651163,0.396581395,0.393697674,0.48372093,0.448581395,0.837209302,0.762790698,1.176744186,1.930232558,0.209302326,0.188372093,0.31627907,0.455813953,1.337209302,2.241860465,7.441860465,0.024116279,0.415976744,0.432930233,10.29302326,16.10465116,13.18604651,3.923255814,1.386046512,2.760465116,15.6255814,14.81162791,0.125581395,0.295348837,0.423255814,0.014883721,-5.355813953,-0.472093023,-5.83255814,-0.155813953
2008,36,POR,Omer Asik,2nd round,201600,Big,30.41860465,4.325581395,8.151162791,0.876744186,1.962790698,0.391232558,0.01627907,0.055813953,0.017627907,0.860465116,1.904651163,0.396581395,0.393697674,0.48372093,0.448581395,0.837209302,0.762790698,1.176744186,1.930232558,0.209302326,0.188372093,0.31627907,0.455813953,1.337209302,2.241860465,7.441860465,0.024116279,0.415976744,0.432930233,10.29302326,16.10465116,13.18604651,3.923255814,1.386046512,2.760465116,15.6255814,14.81162791,0.125581395,0.295348837,0.423255814,0.014883721,-5.355813953,-0.472093023,-5.83255814,-0.155813953
2008,37,MIL,Luc Mbah a Moute,2nd round,201601,Forward,37.125,7.052083333,11.26666667,1.436458333,3.259375,0.427395833,0.157291667,0.542708333,0.152552083,1.283333333,2.713541667,0.451291667,0.448052083,0.679166667,0.6306875,0.982291667,0.763541667,1.470833333,2.244791667,0.54375,0.336458333,0.24375,0.544791667,1.261458333,3.709375,10.884375,0.150583333,0.483739583,0.324614583,7.789583333,14.79375,11.26666667,7.5125,1.484375,1.652083333,12.89791667,17.61979167,0.344791667,0.53125,0.877083333,0.051552083,-3.160416667,-0.758333333,-3.930208333,0.032291667
2008,38,CHA,Kyle Weaver,2nd round,201602,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2008,39,CHI,Sonny Weems,2nd round,201603,Forward,37.125,7.052083333,11.26666667,1.436458333,3.259375,0.427395833,0.157291667,0.542708333,0.152552083,1.283333333,2.713541667,0.451291667,0.448052083,0.679166667,0.6306875,0.982291667,0.763541667,1.470833333,2.244791667,0.54375,0.336458333,0.24375,0.544791667,1.261458333,3.709375,10.884375,0.150583333,0.483739583,0.324614583,7.789583333,14.79375,11.26666667,7.5125,1.484375,1.652083333,12.89791667,17.61979167,0.344791667,0.53125,0.877083333,0.051552083,-3.160416667,-0.758333333,-3.930208333,0.032291667
2008,40,NJN,Chris Douglas-Roberts,2nd round,201604,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2008,41,IND,Nathan Jawai,2nd round,201605,Big,30.41860465,4.325581395,8.151162791,0.876744186,1.962790698,0.391232558,0.01627907,0.055813953,0.017627907,0.860465116,1.904651163,0.396581395,0.393697674,0.48372093,0.448581395,0.837209302,0.762790698,1.176744186,1.930232558,0.209302326,0.188372093,0.31627907,0.455813953,1.337209302,2.241860465,7.441860465,0.024116279,0.415976744,0.432930233,10.29302326,16.10465116,13.18604651,3.923255814,1.386046512,2.760465116,15.6255814,14.81162791,0.125581395,0.295348837,0.423255814,0.014883721,-5.355813953,-0.472093023,-5.83255814,-0.155813953
2008,42,SAC,Sean Singletary,2nd round,201606,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2008,43,SAC,Patrick Ewing,2nd round,121,Forward,37.125,7.052083333,11.26666667,1.436458333,3.259375,0.427395833,0.157291667,0.542708333,0.152552083,1.283333333,2.713541667,0.451291667,0.448052083,0.679166667,0.6306875,0.982291667,0.763541667,1.470833333,2.244791667,0.54375,0.336458333,0.24375,0.544791667,1.261458333,3.709375,10.884375,0.150583333,0.483739583,0.324614583,7.789583333,14.79375,11.26666667,7.5125,1.484375,1.652083333,12.89791667,17.61979167,0.344791667,0.53125,0.877083333,0.051552083,-3.160416667,-0.758333333,-3.930208333,0.032291667
2008,44,UTA,Ante Tomic,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,45,SAS,Goran Dragic,2nd round,201609,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2008,46,SEA,Trent Plaisted,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,47,WAS,Bill Walker,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,48,PHO,Malik Hairston,2nd round,201612,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2008,49,GSW,Richard Hendrix,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,50,SEA,DeVon Hardin,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,51,DAL,Shan Foster,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,52,MIA,Darnell Jackson,2nd round,201616,Forward,37.125,7.052083333,11.26666667,1.436458333,3.259375,0.427395833,0.157291667,0.542708333,0.152552083,1.283333333,2.713541667,0.451291667,0.448052083,0.679166667,0.6306875,0.982291667,0.763541667,1.470833333,2.244791667,0.54375,0.336458333,0.24375,0.544791667,1.261458333,3.709375,10.884375,0.150583333,0.483739583,0.324614583,7.789583333,14.79375,11.26666667,7.5125,1.484375,1.652083333,12.89791667,17.61979167,0.344791667,0.53125,0.877083333,0.051552083,-3.160416667,-0.758333333,-3.930208333,0.032291667
2008,53,UTA,Tadija Dragicevic,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,54,HOU,Maarty Leunen,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,55,POR,Mike Taylor,2nd round,201446,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2008,56,SEA,Sasha Kaun,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,57,SAS,James Gist,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,58,LAL,Joe Crawford,2nd round,201621,Forward,37.125,7.052083333,11.26666667,1.436458333,3.259375,0.427395833,0.157291667,0.542708333,0.152552083,1.283333333,2.713541667,0.451291667,0.448052083,0.679166667,0.6306875,0.982291667,0.763541667,1.470833333,2.244791667,0.54375,0.336458333,0.24375,0.544791667,1.261458333,3.709375,10.884375,0.150583333,0.483739583,0.324614583,7.789583333,14.79375,11.26666667,7.5125,1.484375,1.652083333,12.89791667,17.61979167,0.344791667,0.53125,0.877083333,0.051552083,-3.160416667,-0.758333333,-3.930208333,0.032291667
2008,59,DET,Deron Washington,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,60,BOS,Semih Erden,2nd round,201623,Big,30.41860465,4.325581395,8.151162791,0.876744186,1.962790698,0.391232558,0.01627907,0.055813953,0.017627907,0.860465116,1.904651163,0.396581395,0.393697674,0.48372093,0.448581395,0.837209302,0.762790698,1.176744186,1.930232558,0.209302326,0.188372093,0.31627907,0.455813953,1.337209302,2.241860465,7.441860465,0.024116279,0.415976744,0.432930233,10.29302326,16.10465116,13.18604651,3.923255814,1.386046512,2.760465116,15.6255814,14.81162791,0.125581395,0.295348837,0.423255814,0.014883721,-5.355813953,-0.472093023,-5.83255814,-0.155813953
2007,1,POR,Greg Oden,Top 3,201141,Big,69.18181818,39.09090909,22.46363636,3.136363636,6.636363636,0.468545455,0.136363636,0.381818182,0.079363636,3,6.245454545,0.473545455,0.475909091,1.872727273,0.674272727,2.718181818,1.981818182,4.109090909,6.1,0.927272727,0.481818182,1.045454545,1.327272727,2.436363636,8.309090909,14.04545455,0.042727273,0.519545455,0.448909091,9.936363636,21.24545455,15.57272727,6.472727273,1.209090909,3.909090909,15.34545455,18.57272727,1.554545455,1.990909091,3.545454545,0.083545455,-2.536363636,1.027272727,-1.5,0.672727273
2007,2,SEA,Kevin Durant,Top 3,201142,Forward,70.26315789,36.47368421,25.66315789,4.315789474,9.589473684,0.447421053,0.305263158,1.042105263,0.197631579,4.010526316,8.552631579,0.464789474,0.463315789,2.205263158,0.704842105,3.042105263,1.589473684,3.5,5.078947368,1.515789474,0.726315789,0.8,1.621052632,2.231578947,11.14210526,14.16315789,0.113315789,0.503210526,0.316105263,7.352631579,15.95789474,11.62105263,9.105263158,1.489473684,2.257894737,12.90526316,21.09473684,1.163157895,1.552631579,2.710526316,0.064473684,-1.615789474,-0.236842105,-1.873684211,0.378947368
2007,3,ATL,Al Horford,Top 3,201143,Big,69.18181818,39.09090909,22.46363636,3.136363636,6.636363636,0.468545455,0.136363636,0.381818182,0.079363636,3,6.245454545,0.473545455,0.475909091,1.872727273,0.674272727,2.718181818,1.981818182,4.109090909,6.1,0.927272727,0.481818182,1.045454545,1.327272727,2.436363636,8.309090909,14.04545455,0.042727273,0.519545455,0.448909091,9.936363636,21.24545455,15.57272727,6.472727273,1.209090909,3.909090909,15.34545455,18.57272727,1.554545455,1.990909091,3.545454545,0.083545455,-2.536363636,1.027272727,-1.5,0.672727273
2007,4,MEM,Mike Conley,Lottery,201144,Guard,66,33.54237288,23.47457627,3.333898305,8.094915254,0.406067797,0.761016949,2.177966102,0.315440678,2.583050847,5.922033898,0.430864407,0.451474576,1.7,0.764745763,2.189830508,0.577966102,1.998305085,2.56440678,2.988135593,0.83220339,0.2,1.628813559,1.898305085,9.111864407,11.95084746,0.269152542,0.495779661,0.273016949,2.786440678,9.63220339,6.166101695,19.31694915,1.772881356,0.652542373,15.31016949,20.10338983,0.683050847,1.006779661,1.689830508,0.041694915,-1.144067797,-1.408474576,-2.559322034,0.171186441
