Season,PLAYER_ID,START_POSITION
2013,201175,PF
2013,202389,C
2013,203148,PG
2013,200782,SF
2013,201573,PG
2013,2738,SF
2013,2564,PF
2013,201980,SG
2013,2550,PG
2013,202325,SF
2013,101107,PF
2013,201148,C
2013,2754,SG
2013,201166,PG
2013,203463,SG
2013,101115,C
2013,101198,PG
2013,2199,C
2013,203482,C
2013,203141,SF
2013,203087,SG
2013,201177,PF
2013,202335,PF
2013,200826,PG
2013,203584,SG
2013,203095,SG
2013,2743,PF
2013,201627,SG
2013,2760,C
2013,2400,C
2013,2733,PG
2013,101122,SF
2013,201168,C
2013,202412,SG
2013,203101,C
2013,203527,PF
2013,203088,PG
2013,203106,SF
2013,202682,SF-PF
2013,201563,SF
2013,2734,PG
2013,979,PF
2013,2585,C
2013,203085,SG
2013,202336,C
2013,2449,PF
2013,203156,C
2013,2571,PG
2013,202714,PG
2013,203090,SF
2013,201949,SF
2013,203486,PF
2013,101106,C
2013,202329,SF
2013,101187,SF
2013,203077,SF
2013,203489,PG
2013,2034,SF
2013,201574,PF
2013,203544,PF
2013,201580,C
2013,2581,PG
2013,201956,PF
2013,201604,SF
2013,201162,SF
2013,202399,PF
2013,203507,SF
2013,202344,PF
2013,959,PG
2013,201978,SF
2013,202706,SF
2013,202697,SG
2013,2365,C
2013,2223,C
2013,1733,PF
2013,201228,PG
2013,708,C
2013,201971,PF
2013,202708,PG
2013,201585,C
2013,201578,C
2013,202337,PF
2013,201967,PF
2013,202419,SF
2013,202734,SG
2013,202347,SG
2013,200757,SG
2013,203110,SF
2013,202720,PF
2013,203492,PG
2013,203124,C
2013,202379,SF
2013,201229,PF
2013,203145,SG
2013,2419,SF
2013,203138,SF
2013,202343,SG
2013,202874,SF
2013,203469,C
2013,201582,C
2013,201589,SF
2013,203484,SG
2013,201600,C
2013,1882,PF
2013,202334,PF
2013,101128,SF
2013,203094,PF
2013,203092,C
2013,202690,SG
2013,201787,SF
2013,200761,PF
2013,202700,PF
2013,2566,SF
2013,203135,C
2013,203468,SG
2013,203810,PG
2013,965,SG
2013,2732,SG
2013,2422,SG-SF
2013,2222,SF
2013,2584,SG
2013,202709,SG
2013,1905,PF
2013,2557,PG
2013,2748,SF
2013,201979,SG
2013,201946,PF
2013,2592,SF
2013,1889,SG
2013,203113,PF
2013,2757,SG
2013,201947,PF
2013,203476,C
2013,201576,PF
2013,203080,PF
2013,101142,C
2013,1897,SF
2013,202730,PF
2013,203521,SG
2013,2457,PG
2013,202338,C
2013,203477,PG
2013,203109,SF
2013,101111,PF
2013,202705,SG
2013,1740,SF
2013,203503,SG
2013,1891,PG
2013,203543,C
2013,203121,SF
2013,202970,C
2013,2030,PF
2013,203461,SF
2013,2555,PF
2013,200922,PF
2013,201973,PF
2013,201171,PF
2013,201957,C
2013,2203,SF
2013,203268,PG
2013,202363,PF
2013,203115,SG
2013,201962,PG
2013,2501,PF
2013,202087,SF
2013,202721,PG
2013,2694,F
2013,203144,SG
2013,203498,SG
2013,203116,PG
2013,1497,SG
2013,201986,SF
2013,2617,PF
2013,1712,PF
2013,101249,PG
2013,203488,PF
2013,203143,PG
2013,203545,C
2013,203142,SF
2013,203462,SG
2013,203471,PG
2013,202397,PG
2013,202130,SF
2013,203117,SG
2013,202719,C
2013,202686,PF
2013,203197,PG
2013,203103,PF
2013,101133,C
2013,201601,PF-SF
2013,202962,C
2013,203480,SF
2013,203133,SF
2013,203263,SF
2013,2570,C
2013,202327,PF
2013,203500,C
2013,201965,PF
2013,200777,C
2013,203120,C
2013,200779,PF
2013,203481,C
2013,2588,PF
2013,201961,SG
2013,101131,PF
2013,202779,PG
2013,203473,C
2013,203098,SG
2013,203382,C
2013,203546,SG
2013,201948,SF
2013,2408,C
2013,2427,SG
2013,203102,PF
2013,202350,C
2013,202698,SF
2013,2045,SF
2013,202687,C
2013,202725,C
2013,201141,C
2013,779,SG
2013,201880,C
2013,203561,PF
2013,203499,PG
2013,203515,PG
2013,203112,SF
2013,203493,SF
2013,2446,SG
2013,203467,SG
2013,203315,PG
2013,203104,SG
2013,201953,PG
2013,203485,PG
2013,203086,C
2013,2756,SG
2013,203540,SF
2013,203539,PG
2013,101179,SG
2013,202091,SF
2013,203496,SF
2013,202361,SF
2013,203497,C
2013,200797,PF
2013,203491,SG
2013,202388,SG
2013,203474,SG
2013,203519,SF
2013,200769,SG
2013,201964,SF
2013,203459,SG
2013,101236,C
2013,203111,SG
2013,203490,SF
2013,201575,SG
2013,202332,C
2013,200811,PF
2013,2586,SG
2013,203099,SG
2013,203458,C
2013,202732,SG
2013,203183,SF
2013,203479,SG
2013,203460,PF
2013,202952,PF
2013,201189,C
2013,202066,SG
2013,200756,C
2013,203505,SG
2013,203524,SF
2013,1536,SF
2013,203508,SF
2013,203495,SG
2013,203569,SG
2013,1737,C
2013,201985,SG
2013,203552,PG
2013,201785,SG
2013,101183,PF
2013,200780,PF
2013,101155,SF
2013,202345,G-F
2013,201934,C
2013,202498,SF
2013,2215,C
2013,203517,SG
2013,203129,SF
2013,2224,PG
2013,202197,SF
2013,2229,PG
2013,203139,C
2013,203183,PF
2013,203146,PG
2013,203108,C
2013,202933,SG
2013,201202,C
2013,203136,C
2013,202620,PF
2013,2740,C
2013,203816,SG
2013,2248,PG
2013,202380,C
2013,200758,SF
2013,203513,C
2013,201203,PG
2013,2735,SF
2013,203548,SF
2013,2767,SG
2013,203130,SG
2013,665382,C
2013,203147,PG
2013,201591,PF
2013,203091,PF
2012,2546,PF
2012,201142,SF
2012,977,SG
2012,2544,PF
2012,201935,SG
2012,201566,PG
2012,201939,PG
2012,202681,PG
2012,2548,SG
2012,200746,PF
2012,2225,PG
2012,201572,C
2012,101145,SG
2012,203081,PG
2012,101114,PG
2012,1718,SF
2012,101135,PF
2012,202322,PG
2012,201567,PF
2012,200752,SF
2012,201942,SG
2012,2747,SG
2012,201933,PF
2012,1495,C
2012,2744,C
2012,201950,PG
2012,202689,PG
2012,201943,PG
2012,2746,PF
2012,202331,SF
2012,201143,C
2012,1717,PF
2012,202326,C
2012,2730,C
2012,2561,PF
2012,201569,SG
2012,101108,PG
2012,201951,PG
2012,2547,C
2012,202691,SG
2012,201167,SF
2012,2037,SG
2012,2736,SF
2012,2207,SG
2012,201593,C
2012,201583,PF
2012,2430,PF
2012,201568,SF
2012,202328,C
2012,201945,SG
2012,202718,SF
2012,2216,PF
2012,201564,SG
2012,201936,SG
2012,201175,PF
2012,708,C
2012,202083,SG
2012,201152,PF
2012,201609,PG
2012,2749,PG
2012,203079,SG
2012,201144,PG
2012,200794,PF
2012,201952,PG
2012,201196,SG
2012,201587,SF
2012,201588,PG
2012,2405,PF
2012,201188,C
2012,202330,SF
2012,200755,SG
2012,2760,C
2012,101150,SG
2012,2755,SG
2012,203078,SG
2012,101109,PG
2012,202738,PG
2012,202349,PG
2012,2200,PF
2012,200765,PG
2012,203076,PF
2012,1713,SF
2012,202391,PG
2012,202688,PG
2012,202323,SF
2012,201586,PF
2012,101141,PF
2012,101126,PG
2012,202696,C
2012,201163,PF
2012,2738,SG
2012,101127,SG
2012,2590,PG
2012,201145,PF
2012,2449,PF
2012,200745,PF
2012,201581,C
2012,959,PG
2012,201977,SG
2012,2403,PF
2012,1905,SF
2012,1897,SF
2012,201147,SF
2012,1890,PF
2012,201954,PG
2012,202682,PF
2012,201579,C
2012,202695,SF
2012,201149,C
2012,1938,SG
2012,202684,PF
2012,202348,SG
2012,200768,PG
2012,202702,PF
2012,2557,SG
2012,201155,SG
2012,101110,SF
2012,200826,PG
2012,101181,PG
2012,201577,C
2012,2732,SG
2012,101139,SF
2012,101162,C
2012,202699,SF-PF
2012,201150,C
2012,951,SG
2012,201162,SF
2012,2594,SF
2012,201574,PF
2012,200751,SG
2012,201171,PF
2012,101187,SF
2012,201937,PG
2012,2568,SF
2012,201957,PF
2012,201156,SG
2012,200769,SG
2012,2399,SF
2012,201980,SG
2012,2549,C
2012,2202,SG
2012,2406,SF
2012,2199,C
2012,202335,PF
2012,2419,SF
2012,2440,SF
2012,101154,C
2012,202087,SF
2012,201168,PF
2012,201600,C
2012,201563,SF
2012,1891,SG
2012,101161,PF
2012,2734,SG
2012,101198,PG
2012,1888,SG
2012,202336,C
2012,2731,C
2012,201158,SG
2012,1889,PG
2012,2772,SF
2012,202390,SG
2012,201978,SF
2012,202324,PF
2012,1712,PF
2012,203084,SF
2012,202340,PG
2012,2748,SF
2012,201580,C
2012,202338,C
2012,203077,SF
2012,2754,SG
2012,202685,C
2012,201599,C
2012,2422,SF
2012,202713,SF
2012,202362,SG
2012,101138,PF
2012,201573,PG
2012,203142,PF
2012,201967,PF
2012,202710,SF
2012,201596,PG
2012,203144,SG
2012,202339,PG
2012,201148,C
2012,1497,SG
2012,979,C
2012,201578,C
2012,203090,SF
2012,202693,PF
2012,201160,C
2012,2757,SG-PG
2012,201959,PF
2012,202325,SF
2012,201585,C
2012,203083,C
2012,201961,SG
2012,201975,SG
2012,203092,C
2012,201584,SG
2012,202734,SG
2012,203094,PF
2012,202334,C-PF
2012,2550,PG
2012,201973,PF
2012,202694,PF-SF
2012,201985,PG
2012,2222,SF
2012,200757,SG
2012,201962,PG
2012,101132,SF
2012,202329,SF
2012,2581,PG
2012,201947,PF
2012,1882,C
2012,202690,SG
2012,202683,C
2012,2030,C
2012,101107,SF
2012,201166,PG
2012,203148,PG
2012,202692,SG
2012,101123,SF
2012,201946,PF
2012,201575,SF
2012,739,C
2012,101131,PF
2012,101124,PF
2012,202951,PG-SG
2012,202697,SG
2012,101111,PF
2012,201228,PG
2012,2223,C
2012,201941,PF
2012,2572,SF
2012,201601,SF
2012,2203,SF
2012,201274,PF
2012,201787,SF
2012,200779,SF
2012,2457,PG
2012,202347,SF
2012,203082,SG
2012,200782,SG
2012,2863,SG
2012,2584,SG
2012,2733,PG
2012,1536,SF
2012,203085,SG
2012,201589,PF
2012,2229,PG
2012,203098,SG
2012,203114,SG
2012,203106,SF
2012,201960,SF
2012,203089,PF
2012,467,SG
2012,201177,PF
2012,202962,C
2012,203096,PF
2012,2585,C
2012,202730,C
2012,101106,C
2012,2564,PF
2012,2743,PF
2012,200750,SG
2012,202700,PF
2012,201976,PG
2012,202708,PG
2012,2742,PG
2012,2605,SF
2012,101128,SG-SF
2012,203093,PF
2012,203086,C
2012,201971,PF
2012,202705,SG
2012,200789,PG
2012,101122,SF
2012,202344,PF
2012,965,SG-PG
2012,203095,SG
2012,202704,PG
2012,101249,PG
2012,1894,SF
2012,2427,SG
2012,2566,SF
2012,2554,SF
2012,2571,PG
2012,202706,SF
2012,1740,PF
2012,2555,C
2012,1733,C
2012,201949,SF
2012,201988,PG
2012,2052,SG
2012,202066,SG
2012,203109,SF
2012,101153,SF
2012,101133,C
2012,2047,SF
2012,2365,C
2012,202723,SG
2012,711,SF
2012,202687,C
2012,2034,SF
2012,203080,PF
2012,200748,PF
2012,201571,PG
2012,202361,SF
2012,203200,SG
2012,202714,PG-SG
2012,2211,PF
2012,203118,PF
2012,201944,SF
2012,2201,C
2012,201948,SF
2012,2501,PF
2012,202709,PG
2012,201953,PG-SG
2012,2039,PG
2012,202327,C
2012,2586,SG
2012,2588,PF
2012,2570,C
2012,101183,PF
2012,2404,C
2012,203124,C
2012,202698,PF
2012,201229,SF
2012,203112,PF
2012,202399,PF
2012,203115,SG
2012,201958,PG
2012,201956,SF
2012,203111,SG
2012,202346,PG
2012,202721,PG
2012,201627,SG
2012,1885,PF
2012,201880,C
2012,201965,PF
2012,202337,PF
2012,2617,PF
2012,202333,SF
2012,202419,C
2012,202341,SG-SF
2012,201964,SF
2012,201986,SG
2012,202970,C
2012,203199,SF
2012,203102,PF
2012,201576,PF
2012,202130,SF
2012,202419,SF
2012,2217,C
2012,101130,C
2012,203143,PG
2012,202388,SG-PG
2012,203141,PF
2012,2224,PG
2012,202365,SF
2012,200797,C
2012,2563,SF
2012,2575,PF
2012,2853,C
2012,2400,C
2012,203117,SG
2012,255,SF
2012,2767,SG
2012,202396,C
2012,2210,SF
2012,203139,C
2012,203087,SF
2012,200758,SF
2012,436,PF
2012,203158,PF
2012,203088,PG
2012,2768,PG
2012,203119,SG
2012,203110,SF
2012,2045,SF
2012,201161,SG
2012,201604,SG
2012,201189,C
2012,201632,C
2012,203108,C
2012,202701,PG
2012,203146,PG
2012,201970,SG
2012,203382,C
2012,101236,C
2012,101179,PG
2012,200777,PF
2012,1737,C
2012,202389,C
2012,2562,SG
2012,203100,SG
2012,202351,SF
2012,202350,C
2012,703,PF
2012,202498,SF
2012,202686,PF
2012,203105,C
2012,202397,PG
2012,201934,C
2012,201591,PF
2012,202809,SG
2012,203103,SF
2012,203121,SF
2012,202332,C
2012,203116,PG
2012,200778,SF
2012,203197,PG
2012,203104,PG
2012,203145,SG
2012,203099,SG
2012,202379,PF
2012,203162,PG
2012,202720,PF-C
2012,201187,SF
2012,202729,PG
2012,203156,C
2012,2248,PG
2012,200811,PF
2012,2198,C
2012,202724,SG-PG
2012,101142,C
2012,948,PF
2012,202933,PG
2012,203006,PG
2012,202725,C
2012,2592,SF
2012,203129,SF
2012,202732,SG
2012,201202,C
2012,200809,SG
2012,203159,PG
2012,203113,PF
2012,2209,PF
2012,203135,C
2012,202952,PF
2012,2407,PF
2012,203097,C
2012,202545,C
2012,2215,C
2012,2735,SF
2012,203317,C
2012,201969,PF
2012,202719,C
2012,202715,SF
2012,203126,SF
2012,203122,SG
2012,203101,C
2012,202227,SG
2012,2205,C
2012,665382,C
2012,202874,SG
2012,202363,PF
2012,2740,C
2012,101215,PG
2012,2038,C
2012,2679,SG
2012,202458,PG
2012,202726,SG
2012,202345,SF
2012,203130,SG
2012,200780,PF
2012,2545,C
2011,201142,SF
2011,977,SG
2011,2544,SF
2011,201567,PF
2011,201566,PG
2011,2546,SF
2011,2548,SG
2011,201565,PG
2011,200746,PF
2011,1717,PF
2011,101114,PG
2011,201933,PF
2011,201569,PG
2011,2730,C
2011,101145,SG
2011,101135,PF
2011,101108,PG
2011,200745,C
2011,1718,SF
2011,2744,C
2011,201572,C
2011,201943,PG
2011,200752,SF
2011,2207,SG
2011,2746,PF
2011,101115,C
2011,101122,SF
2011,201977,SG
2011,202681,PG
2011,2225,PG
2011,202326,C
2011,2547,PF
2011,2405,PF
2011,2200,PF
2011,1712,PF
2011,2755,SG
2011,201935,SG
2011,201942,SG
2011,200794,PF
2011,201936,SG
2011,201951,PG
2011,202322,PG
2011,201583,PF
2011,708,C
2011,101127,PG
2011,2449,PF
2011,1495,C
2011,101162,C
2011,202328,C
2011,2736,SF
2011,201167,SG
2011,201945,SG
2011,1891,SG
2011,1497,SG
2011,2430,PF
2011,1894,SF
2011,101150,PG
2011,201155,SG
2011,202348,SG
2011,201939,PG
2011,201568,SF
2011,201188,C
2011,202391,PG
2011,200768,PG
2011,951,SG
2011,1733,PF
2011,201156,SG
2011,2037,PG
2011,201587,SF
2011,201593,C
2011,2743,PF
2011,2222,SF
2011,2400,C
2011,2403,C
2011,202083,SG
2011,201950,PG
2011,2590,SG
2011,2549,C
2011,101141,PF
2011,1938,SG
2011,101123,SF
2011,201579,C
2011,202688,PG
2011,2561,PF
2011,201152,PF
2011,201144,PG
2011,201162,SG
2011,2419,SF
2011,202705,SG
2011,201564,SG
2011,201952,PG
2011,101138,PF
2011,2732,SG
2011,201171,PF
2011,959,PG
2011,2747,SG
2011,202691,SG
2011,201143,C
2011,2738,SF
2011,2399,SF
2011,202331,SG
2011,2557,SG
2011,202689,PG
2011,2406,SF
2011,201627,SG
2011,2749,PG
2011,200765,PG
2011,201158,SG
2011,202330,SF
2011,201609,PG
2011,1888,SG
2011,2216,PF
2011,200755,SG
2011,2202,SG
2011,201563,SF
2011,202738,PG
2011,201573,PG
2011,101109,PG
2011,201584,SG
2011,200826,PG
2011,101106,C
2011,2199,C
2011,2734,PG
2011,201580,C
2011,201196,PG
2011,101126,PG
2011,201571,PG
2011,2571,SG
2011,1882,C
2011,200769,SG
2011,200751,SG
2011,201991,PG
2011,2045,SF
2011,2772,SF
2011,2760,C
2011,202087,SG
2011,1890,SF
2011,201937,PG
2011,101181,PG
2011,101112,PF
2011,201954,PG
2011,200770,PG
2011,201988,PG
2011,2748,SF
2011,202702,PF
2011,255,SF
2011,201149,C
2011,101107,SF
2011,1713,SG
2011,202390,SG
2011,2731,C
2011,201160,PF
2011,2754,SG
2011,201596,PG
2011,1536,SF
2011,201575,SF
2011,101132,SF
2011,1889,SG
2011,201228,PG
2011,101187,SF
2011,201978,SF
2011,201150,C
2011,201588,PG
2011,2753,PG
2011,201971,PF
2011,202718,SF
2011,202697,PG
2011,201163,SF
2011,202323,SF
2011,201175,PF
2011,201946,PF
2011,201787,SF
2011,201957,C
2011,201168,C
2011,2210,SF
2011,201980,SG
2011,201586,PF
2011,201949,SF
2011,101139,SG
2011,201574,PF
2011,2568,SF
2011,201958,PG
2011,201147,SF
2011,202349,SG
2011,202324,PF
2011,202361,SG
2011,200779,PF
2011,201578,PF
2011,202682,PF
2011,2572,SF
2011,201973,PF
2011,201164,SG
2011,101154,PF
2011,202344,PF
2011,201581,PF
2011,201975,SG
2011,202130,SF
2011,2072,SG
2011,101189,PF
2011,202684,PF
2011,201974,SF
2011,2594,SG
2011,202695,SF
2011,202338,C
2011,2440,SF
2011,1740,SF
2011,2585,C
2011,201959,PF
2011,201601,PF
